x,Triangle,Trapezoidal,Gaussian
0.997994,0.997994,1.000000,0.999968
0.999994,0.999994,1.000000,1.000000
1.001994,0.998006,1.000000,0.999968
1.003994,0.996006,1.000000,0.999872
1.005994,0.994006,1.000000,0.999713
1.007994,0.992006,1.000000,0.999489
1.009994,0.990006,1.000000,0.999201
1.011994,0.988006,1.000000,0.998850
1.013994,0.986006,1.000000,0.998435
1.015994,0.984006,1.000000,0.997956
1.017994,0.982006,1.000000,0.997413
1.019994,0.980006,1.000000,0.996807
1.021994,0.978006,1.000000,0.996138
1.023994,0.976006,1.000000,0.995405
1.025994,0.974006,1.000000,0.994609
1.027994,0.972006,1.000000,0.993750
1.029994,0.970006,1.000000,0.992829
1.031994,0.968006,1.000000,0.991845
1.033994,0.966006,1.000000,0.990798
1.035994,0.964006,1.000000,0.989689
1.037994,0.962006,1.000000,0.988518
1.039994,0.960006,1.000000,0.987285
1.041994,0.958006,1.000000,0.985991
1.043994,0.956006,1.000000,0.984636
1.045994,0.954006,1.000000,0.983219
1.047994,0.952006,1.000000,0.981742
1.049994,0.950006,1.000000,0.980204
1.051994,0.948006,1.000000,0.978606
1.053994,0.946006,1.000000,0.976947
1.055994,0.944006,1.000000,0.975230
1.057994,0.942006,1.000000,0.973453
1.059994,0.940006,1.000000,0.971617
1.061993,0.938007,1.000000,0.969722
1.063993,0.936007,1.000000,0.967770
1.065993,0.934007,1.000000,0.965759
1.067993,0.932007,1.000000,0.963691
1.069993,0.930007,1.000000,0.961565
1.071993,0.928007,1.000000,0.959384
1.073993,0.926007,1.000000,0.957145
1.075993,0.924007,1.000000,0.954851
1.077993,0.922007,1.000000,0.952501
1.079993,0.920007,1.000000,0.950097
1.081993,0.918007,1.000000,0.947638
1.083993,0.916007,1.000000,0.945124
1.085993,0.914007,1.000000,0.942557
1.087993,0.912007,1.000000,0.939937
1.089993,0.910007,1.000000,0.937264
1.091993,0.908007,1.000000,0.934539
1.093993,0.906007,1.000000,0.931762
1.095993,0.904007,1.000000,0.928934
1.097993,0.902007,1.000000,0.926056
1.099993,0.900007,1.000000,0.923127
1.101993,0.898007,1.000000,0.920148
1.103993,0.896007,1.000000,0.917121
1.105993,0.894007,1.000000,0.914045
1.107993,0.892007,1.000000,0.910920
1.109993,0.890007,1.000000,0.907749
1.111993,0.888007,1.000000,0.904531
1.113993,0.886007,1.000000,0.901266
1.115993,0.884007,1.000000,0.897956
1.117993,0.882007,1.000000,0.894600
1.119993,0.880007,1.000000,0.891200
1.121993,0.878007,1.000000,0.887757
1.123993,0.876007,1.000000,0.884269
1.125993,0.874007,1.000000,0.880740
1.127993,0.872007,1.000000,0.877168
1.129993,0.870007,1.000000,0.873555
1.131993,0.868007,1.000000,0.869901
1.133993,0.866007,1.000000,0.866206
1.135993,0.864007,1.000000,0.862473
1.137993,0.862007,1.000000,0.858700
1.139992,0.860008,1.000000,0.854889
1.141992,0.858008,1.000000,0.851041
1.143992,0.856008,1.000000,0.847156
1.145992,0.854008,1.000000,0.843234
1.147992,0.852008,1.000000,0.839277
1.149992,0.850008,1.000000,0.835286
1.151992,0.848008,1.000000,0.831259
1.153992,0.846008,1.000000,0.827200
1.155992,0.844008,1.000000,0.823107
1.157992,0.842008,1.000000,0.818983
1.159992,0.840008,1.000000,0.814826
1.161992,0.838008,1.000000,0.810640
1.163992,0.836008,1.000000,0.806423
1.165992,0.834008,1.000000,0.802176
1.167992,0.832008,1.000000,0.797901
1.169992,0.830008,1.000000,0.793598
1.171992,0.828008,1.000000,0.789267
1.173992,0.826008,1.000000,0.784910
1.175992,0.824008,1.000000,0.780527
1.177992,0.822008,1.000000,0.776119
1.179992,0.820008,1.000000,0.771687
1.181992,0.818008,1.000000,0.767230
1.183992,0.816008,1.000000,0.762751
1.185992,0.814008,1.000000,0.758249
1.187992,0.812008,1.000000,0.753725
1.189992,0.810008,1.000000,0.749181
1.191992,0.808008,1.000000,0.744616
1.193992,0.806008,1.000000,0.740032
1.195992,0.804008,1.000000,0.735428
1.197992,0.802008,1.000000,0.730807
1.199992,0.800008,1.000000,0.726168
1.201992,0.798008,1.000000,0.721513
1.203992,0.796008,1.000000,0.716841
1.205992,0.794008,1.000000,0.712155
1.207992,0.792008,1.000000,0.707453
1.209992,0.790008,1.000000,0.702738
1.211992,0.788008,1.000000,0.698009
1.213992,0.786008,1.000000,0.693268
1.215991,0.784009,1.000000,0.688515
1.217991,0.782009,1.000000,0.683750
1.219991,0.780009,1.000000,0.678976
1.221991,0.778009,1.000000,0.674191
1.223991,0.776009,1.000000,0.669398
1.225991,0.774009,1.000000,0.664595
1.227991,0.772009,1.000000,0.659786
1.229991,0.770009,1.000000,0.654969
1.231991,0.768009,1.000000,0.650145
1.233991,0.766009,1.000000,0.645316
1.235991,0.764009,1.000000,0.640482
1.237991,0.762009,1.000000,0.635643
1.239991,0.760009,1.000000,0.630800
1.241991,0.758009,1.000000,0.625954
1.243991,0.756009,1.000000,0.621106
1.245991,0.754009,1.000000,0.616256
1.247991,0.752009,1.000000,0.611404
1.249991,0.750009,1.000000,0.606552
1.251991,0.748009,1.000000,0.601700
1.253991,0.746009,1.000000,0.596849
1.255991,0.744009,1.000000,0.591999
1.257991,0.742009,1.000000,0.587150
1.259991,0.740009,1.000000,0.582304
1.261991,0.738009,1.000000,0.577461
1.263991,0.736009,1.000000,0.572622
1.265991,0.734009,1.000000,0.567787
1.267991,0.732009,1.000000,0.562957
1.269991,0.730009,1.000000,0.558132
1.271991,0.728009,1.000000,0.553313
1.273991,0.726009,1.000000,0.548500
1.275991,0.724009,1.000000,0.543695
1.277991,0.722009,1.000000,0.538897
1.279991,0.720009,1.000000,0.534107
1.281991,0.718009,1.000000,0.529326
1.283991,0.716009,1.000000,0.524555
1.285991,0.714009,1.000000,0.519793
1.287991,0.712009,1.000000,0.515041
1.289991,0.710009,1.000000,0.510300
1.291991,0.708009,1.000000,0.505571
1.293990,0.706010,1.000000,0.500853
1.295990,0.704010,1.000000,0.496147
1.297990,0.702010,1.000000,0.491454
1.299990,0.700010,1.000000,0.486775
1.301990,0.698010,1.000000,0.482109
1.303990,0.696010,1.000000,0.477457
1.305990,0.694010,1.000000,0.472820
1.307990,0.692010,1.000000,0.468198
1.309990,0.690010,1.000000,0.463591
1.311990,0.688010,1.000000,0.459001
1.313990,0.686010,1.000000,0.454427
1.315990,0.684010,1.000000,0.449869
1.317990,0.682010,1.000000,0.445329
1.319990,0.680010,1.000000,0.440806
1.321990,0.678010,1.000000,0.436302
1.323990,0.676010,1.000000,0.431816
1.325990,0.674010,1.000000,0.427348
1.327990,0.672010,1.000000,0.422900
1.329990,0.670010,1.000000,0.418471
1.331990,0.668010,1.000000,0.414062
1.333990,0.666010,0.999015,0.409674
1.335990,0.664010,0.996015,0.405306
1.337990,0.662010,0.993015,0.400958
1.339990,0.660010,0.990015,0.396633
1.341990,0.658010,0.987015,0.392328
1.343990,0.656010,0.984015,0.388046
1.345990,0.654010,0.981015,0.383785
1.347990,0.652010,0.978015,0.379548
1.349990,0.650010,0.975015,0.375333
1.351990,0.648010,0.972015,0.371141
1.353990,0.646010,0.969015,0.366972
1.355990,0.644010,0.966016,0.362827
1.357990,0.642010,0.963016,0.358706
1.359990,0.640010,0.960016,0.354609
1.361990,0.638010,0.957016,0.350536
1.363990,0.636010,0.954016,0.346488
1.365990,0.634010,0.951016,0.342465
1.367990,0.632010,0.948016,0.338466
1.369990,0.630010,0.945016,0.334493
1.371989,0.628011,0.942016,0.330546
1.373989,0.626011,0.939016,0.326624
1.375989,0.624011,0.936016,0.322728
1.377989,0.622011,0.933016,0.318858
1.379989,0.620011,0.930016,0.315015
1.381989,0.618011,0.927016,0.311198
1.383989,0.616011,0.924016,0.307407
1.385989,0.614011,0.921016,0.303643
1.387989,0.612011,0.918016,0.299906
1.389989,0.610011,0.915016,0.296196
1.391989,0.608011,0.912016,0.292513
1.393989,0.606011,0.909016,0.288858
1.395989,0.604011,0.906016,0.285230
1.397989,0.602011,0.903016,0.281630
1.399989,0.600011,0.900016,0.278057
1.401989,0.598011,0.897016,0.274512
1.403989,0.596011,0.894016,0.270994
1.405989,0.594011,0.891016,0.267505
1.407989,0.592011,0.888017,0.264044
1.409989,0.590011,0.885017,0.260611
1.411989,0.588011,0.882017,0.257206
1.413989,0.586011,0.879017,0.253829
1.415989,0.584011,0.876017,0.250480
1.417989,0.582011,0.873017,0.247160
1.419989,0.580011,0.870017,0.243869
1.421989,0.578011,0.867017,0.240605
1.423989,0.576011,0.864017,0.237371
1.425989,0.574011,0.861017,0.234164
1.427989,0.572011,0.858017,0.230987
1.429989,0.570011,0.855017,0.227838
1.431989,0.568011,0.852017,0.224717
1.433989,0.566011,0.849017,0.221625
1.435989,0.564011,0.846017,0.218561
1.437989,0.562011,0.843017,0.215526
1.439989,0.560011,0.840017,0.212520
1.441989,0.558011,0.837017,0.209542
1.443989,0.556011,0.834017,0.206593
1.445989,0.554011,0.831017,0.203672
1.447989,0.552011,0.828017,0.200779
1.449988,0.550012,0.825017,0.197915
1.451988,0.548012,0.822017,0.195079
1.453988,0.546012,0.819017,0.192272
1.455988,0.544012,0.816017,0.189493
1.457988,0.542012,0.813017,0.186742
1.459988,0.540012,0.810018,0.184019
1.461988,0.538012,0.807018,0.181325
1.463988,0.536012,0.804018,0.178658
1.465988,0.534012,0.801018,0.176019
1.467988,0.532012,0.798018,0.173409
1.469988,0.530012,0.795018,0.170826
1.471988,0.528012,0.792018,0.168270
1.473988,0.526012,0.789018,0.165743
1.475988,0.524012,0.786018,0.163243
1.477988,0.522012,0.783018,0.160770
1.479988,0.520012,0.780018,0.158324
1.481988,0.518012,0.777018,0.155906
1.483988,0.516012,0.774018,0.153515
1.485988,0.514012,0.771018,0.151151
1.487988,0.512012,0.768018,0.148814
1.489988,0.510012,0.765018,0.146504
1.491988,0.508012,0.762018,0.144220
1.493988,0.506012,0.759018,0.141962
1.495988,0.504012,0.756018,0.139732
1.497988,0.502012,0.753018,0.137527
1.499988,0.500012,0.750018,0.135348
1.501988,0.498012,0.747018,0.133196
1.503988,0.496012,0.744018,0.131069
1.505988,0.494012,0.741018,0.128968
1.507988,0.492012,0.738018,0.126893
1.509988,0.490012,0.735018,0.124843
1.511988,0.488012,0.732019,0.122818
1.513988,0.486012,0.729019,0.120818
1.515988,0.484012,0.726019,0.118844
1.517988,0.482012,0.723019,0.116894
1.519988,0.480012,0.720019,0.114969
1.521988,0.478012,0.717019,0.113068
1.523988,0.476012,0.714019,0.111191
1.525988,0.474012,0.711019,0.109339
1.527987,0.472013,0.708019,0.107511
1.529987,0.470013,0.705019,0.105706
1.531987,0.468013,0.702019,0.103925
1.533987,0.466013,0.699019,0.102168
1.535987,0.464013,0.696019,0.100433
1.537987,0.462013,0.693019,0.098722
1.539987,0.460013,0.690019,0.097034
1.541987,0.458013,0.687019,0.095369
1.543987,0.456013,0.684019,0.093726
1.545987,0.454013,0.681019,0.092106
1.547987,0.452013,0.678019,0.090508
1.549987,0.450013,0.675019,0.088932
1.551987,0.448013,0.672019,0.087377
1.553987,0.446013,0.669019,0.085845
1.555987,0.444013,0.666019,0.084334
1.557987,0.442013,0.663019,0.082844
1.559987,0.440013,0.660019,0.081375
1.561987,0.438013,0.657019,0.079927
1.563987,0.436013,0.654020,0.078500
1.565987,0.434013,0.651020,0.077094
1.567987,0.432013,0.648020,0.075708
1.569987,0.430013,0.645020,0.074342
1.571987,0.428013,0.642020,0.072996
1.573987,0.426013,0.639020,0.071670
1.575987,0.424013,0.636020,0.070363
1.577987,0.422013,0.633020,0.069076
1.579987,0.420013,0.630020,0.067808
1.581987,0.418013,0.627020,0.066559
1.583987,0.416013,0.624020,0.065329
1.585987,0.414013,0.621020,0.064117
1.587987,0.412013,0.618020,0.062924
1.589987,0.410013,0.615020,0.061749
1.591987,0.408013,0.612020,0.060592
1.593987,0.406013,0.609020,0.059453
1.595987,0.404013,0.606020,0.058332
1.597987,0.402013,0.603020,0.057228
1.599987,0.400013,0.600020,0.056142
1.601987,0.398013,0.597020,0.055073
1.603987,0.396013,0.594020,0.054020
1.605986,0.394014,0.591020,0.052984
1.607986,0.392014,0.588020,0.051965
1.609986,0.390014,0.585020,0.050962
1.611986,0.388014,0.582020,0.049976
1.613986,0.386014,0.579021,0.049005
1.615986,0.384014,0.576021,0.048050
1.617986,0.382014,0.573021,0.047111
1.619986,0.380014,0.570021,0.046187
1.621986,0.378014,0.567021,0.045278
1.623986,0.376014,0.564021,0.044384
1.625986,0.374014,0.561021,0.043505
1.627986,0.372014,0.558021,0.042641
1.629986,0.370014,0.555021,0.041792
1.631986,0.368014,0.552021,0.040956
1.633986,0.366014,0.549021,0.040135
1.635986,0.364014,0.546021,0.039328
1.637986,0.362014,0.543021,0.038534
1.639986,0.360014,0.540021,0.037754
1.641986,0.358014,0.537021,0.036988
1.643986,0.356014,0.534021,0.036234
1.645986,0.354014,0.531021,0.035494
1.647986,0.352014,0.528021,0.034767
1.649986,0.350014,0.525021,0.034052
1.651986,0.348014,0.522021,0.033350
1.653986,0.346014,0.519021,0.032661
1.655986,0.344014,0.516021,0.031983
1.657986,0.342014,0.513021,0.031318
1.659986,0.340014,0.510021,0.030664
1.661986,0.338014,0.507021,0.030023
1.663986,0.336014,0.504021,0.029392
1.665986,0.334014,0.501022,0.028774
1.667986,0.332014,0.498022,0.028166
1.669986,0.330014,0.495022,0.027569
1.671986,0.328014,0.492022,0.026984
1.673986,0.326014,0.489022,0.026409
1.675986,0.324014,0.486022,0.025845
1.677986,0.322014,0.483022,0.025291
1.679986,0.320014,0.480022,0.024747
1.681985,0.318015,0.477022,0.024214
1.683985,0.316015,0.474022,0.023690
1.685985,0.314015,0.471022,0.023177
1.687985,0.312015,0.468022,0.022673
1.689985,0.310015,0.465022,0.022178
1.691985,0.308015,0.462022,0.021693
1.693985,0.306015,0.459022,0.021218
1.695985,0.304015,0.456022,0.020751
1.697985,0.302015,0.453022,0.020293
1.699985,0.300015,0.450022,0.019844
1.701985,0.298015,0.447022,0.019404
1.703985,0.296015,0.444022,0.018973
1.705985,0.294015,0.441022,0.018549
1.707985,0.292015,0.438022,0.018134
1.709985,0.290015,0.435022,0.017728
1.711985,0.288015,0.432022,0.017329
1.713985,0.286015,0.429022,0.016938
1.715985,0.284015,0.426022,0.016555
1.717985,0.282015,0.423022,0.016179
1.719985,0.280015,0.420023,0.015811
1.721985,0.278015,0.417023,0.015451
1.723985,0.276015,0.414023,0.015097
1.725985,0.274015,0.411023,0.014751
1.727985,0.272015,0.408023,0.014412
1.729985,0.270015,0.405023,0.014080
1.731985,0.268015,0.402023,0.013754
1.733985,0.266015,0.399023,0.013435
1.735985,0.264015,0.396023,0.013123
1.737985,0.262015,0.393023,0.012817
1.739985,0.260015,0.390023,0.012518
1.741985,0.258015,0.387023,0.012224
1.743985,0.256015,0.384023,0.011937
1.745985,0.254015,0.381023,0.011656
1.747985,0.252015,0.378023,0.011381
1.749985,0.250015,0.375023,0.011111
1.751985,0.248015,0.372023,0.010847
1.753985,0.246015,0.369023,0.010589
1.755985,0.244015,0.366023,0.010336
1.757985,0.242015,0.363023,0.010089
1.759984,0.240016,0.360023,0.009847
1.761984,0.238016,0.357023,0.009610
1.763984,0.236016,0.354023,0.009378
1.765984,0.234016,0.351023,0.009151
1.767984,0.232016,0.348023,0.008929
1.769984,0.230016,0.345023,0.008712
1.771984,0.228016,0.342024,0.008500
1.773984,0.226016,0.339024,0.008292
1.775984,0.224016,0.336024,0.008089
1.777984,0.222016,0.333024,0.007891
1.779984,0.220016,0.330024,0.007696
1.781984,0.218016,0.327024,0.007506
1.783984,0.216016,0.324024,0.007321
1.785984,0.214016,0.321024,0.007139
1.787984,0.212016,0.318024,0.006962
1.789984,0.210016,0.315024,0.006788
1.791984,0.208016,0.312024,0.006618
1.793984,0.206016,0.309024,0.006453
1.795984,0.204016,0.306024,0.006290
1.797984,0.202016,0.303024,0.006132
1.799984,0.200016,0.300024,0.005977
1.801984,0.198016,0.297024,0.005826
1.803984,0.196016,0.294024,0.005678
1.805984,0.194016,0.291024,0.005534
1.807984,0.192016,0.288024,0.005393
1.809984,0.190016,0.285024,0.005255
1.811984,0.188016,0.282024,0.005120
1.813984,0.186016,0.279024,0.004989
1.815984,0.184016,0.276024,0.004860
1.817984,0.182016,0.273024,0.004735
1.819984,0.180016,0.270024,0.004612
1.821984,0.178016,0.267024,0.004493
1.823984,0.176016,0.264025,0.004376
1.825984,0.174016,0.261025,0.004262
1.827984,0.172016,0.258025,0.004151
1.829984,0.170016,0.255025,0.004042
1.831984,0.168016,0.252025,0.003936
1.833984,0.166016,0.249025,0.003833
1.835984,0.164016,0.246025,0.003731
1.837983,0.162017,0.243025,0.003633
1.839983,0.160017,0.240025,0.003537
1.841983,0.158017,0.237025,0.003443
1.843983,0.156017,0.234025,0.003351
1.845983,0.154017,0.231025,0.003262
1.847983,0.152017,0.228025,0.003174
1.849983,0.150017,0.225025,0.003089
1.851983,0.148017,0.222025,0.003006
1.853983,0.146017,0.219025,0.002925
1.855983,0.144017,0.216025,0.002847
1.857983,0.142017,0.213025,0.002770
1.859983,0.140017,0.210025,0.002694
1.861983,0.138017,0.207025,0.002621
1.863983,0.136017,0.204025,0.002550
1.865983,0.134017,0.201025,0.002480
1.867983,0.132017,0.198025,0.002412
1.869983,0.130017,0.195025,0.002346
1.871983,0.128017,0.192025,0.002282
1.873983,0.126017,0.189025,0.002219
1.875983,0.124017,0.186026,0.002158
1.877983,0.122017,0.183026,0.002098
1.879983,0.120017,0.180026,0.002040
1.881983,0.118017,0.177026,0.001983
1.883983,0.116017,0.174026,0.001928
1.885983,0.114017,0.171026,0.001874
1.887983,0.112017,0.168026,0.001821
1.889983,0.110017,0.165026,0.001770
1.891983,0.108017,0.162026,0.001721
1.893983,0.106017,0.159026,0.001672
1.895983,0.104017,0.156026,0.001625
1.897983,0.102017,0.153026,0.001579
1.899983,0.100017,0.150026,0.001534
1.901983,0.098017,0.147026,0.001491
1.903983,0.096017,0.144026,0.001448
1.905983,0.094017,0.141026,0.001407
1.907983,0.092017,0.138026,0.001367
1.909983,0.090017,0.135026,0.001327
1.911983,0.088017,0.132026,0.001289
1.913983,0.086017,0.129026,0.001252
1.915982,0.084018,0.126026,0.001216
1.917982,0.082018,0.123026,0.001181
1.919982,0.080018,0.120026,0.001147
1.921982,0.078018,0.117026,0.001113
1.923982,0.076018,0.114026,0.001081
1.925982,0.074018,0.111026,0.001049
1.927982,0.072018,0.108027,0.001019
1.929982,0.070018,0.105027,0.000989
1.931982,0.068018,0.102027,0.000960
1.933982,0.066018,0.099027,0.000932
1.935982,0.064018,0.096027,0.000904
1.937982,0.062018,0.093027,0.000877
1.939982,0.060018,0.090027,0.000851
1.941982,0.058018,0.087027,0.000826
1.943982,0.056018,0.084027,0.000802
1.945982,0.054018,0.081027,0.000778
1.947982,0.052018,0.078027,0.000755
1.949982,0.050018,0.075027,0.000732
1.951982,0.048018,0.072027,0.000710
1.953982,0.046018,0.069027,0.000689
1.955982,0.044018,0.066027,0.000668
1.957982,0.042018,0.063027,0.000648
1.959982,0.040018,0.060027,0.000628
1.961982,0.038018,0.057027,0.000609
1.963982,0.036018,0.054027,0.000591
1.965982,0.034018,0.051027,0.000573
1.967982,0.032018,0.048027,0.000555
1.969982,0.030018,0.045027,0.000538
1.971982,0.028018,0.042027,0.000522
1.973982,0.026018,0.039027,0.000506
1.975982,0.024018,0.036027,0.000490
1.977982,0.022018,0.033027,0.000475
1.979982,0.020018,0.030028,0.000461
1.981982,0.018018,0.027028,0.000446
1.983982,0.016018,0.024028,0.000433
1.985982,0.014018,0.021028,0.000419
1.987982,0.012018,0.018028,0.000406
1.989982,0.010018,0.015028,0.000393
1.991982,0.008018,0.012028,0.000381
1.993981,0.006019,0.009028,0.000369
1.995981,0.004019,0.006028,0.000358
1.997981,0.002019,0.003028,0.000346
